local_time,ac_curr,ac_pow,ac_volt,bh_dp,bh_out,blw_pct,boiler,c_ratio,ch4_pct,co2_pct,cull_pct,cwr,cws,dc_curr,dc_mtr2,dc_pow,dc_volt,g_o2_p,gad_o2,h2_pct,new_n2,o2_pct,o2_press,omega_o2,omega_pro,pem,pem_p,pemn2a,pemn2b,pemo2a,pemo2b,q_out,q_wat,q_wat_p,r_ac_hld,scrb_hx,scrb_lev,scrb_p,scrb_ph,scrbtank,steam,syn_pph,syn_scfm,synfm_p,synfm_t,total_n2,total_o2,trc_bot,trc_q,trc_surf,trc_top
6:18:00,168.4312,17.04979233,101.2255567,0.6396015,127.0033333,49.9878,15962.8,0.007783971,0.05955224,6.5092556,50.0122,28,26,0,0,0,0,14.31727833,0,0,3.652294733,2.215688733,25.5922,0.042373377,0.682798417,862.8569933,-1.0936553,19.980913,0,0,0,185,2.519833333,44.21796667,257.7566667,15,10.359,-2.160341833,6.9242428,16,5.884114267,0,0,0.336996,24,2.550181433,0.360431967,1013.868067,285.913,155.3213333,877.939
6:18:30,168.43895,17.049817,101.2226533,0.6398864,127.62,49.9878,15962.8,0.00765302,0.06507116,6.5090105,50.0122,28,26,0,0,0,0,14.32196667,0,0,3.6566172,2.214956133,25.58959333,0.04352071,0.683311993,863.01474,-1.0729765,19.928506,0,0,0,184.3,2.605066667,42.8767,257.8766667,15,10.36333133,-2.146543767,6.9233992,16,5.805253733,0,0,0.32967,24.28666667,2.555845133,0.3599843,1013.871067,285.9406667,155.3123333,877.9860333
6:19:00,168.40175,17.048412,101.23248,0.64124985,127.2166667,49.9878,15962.8,0.009040339,0.06331292,6.5199023,50.0122,28,26,0,0,0,0,14.32539833,0,0,3.6523087,2.217623267,25.59089667,0.042613563,0.68369027,863.041,-1.083599067,19.94274,0,0,0,183.0333333,2.5691,43.52996667,258,15,10.372432,-2.161147967,6.92308,16,5.704199833,0,0,0.3301584,24.93,2.5485488,0.3602345,1013.8722,285.9943333,155.4556667,877.9888
6:19:30,168.44794,17.05562767,101.2494533,0.64243015,127.5766667,49.9878,15962.8,0.007585479,0.0507936,6.515432967,50.0122,28,25.85666667,0,0,0,0,14.32264333,0,0,3.654041833,2.2108653,25.59206967,0.042840307,0.684927567,863.077,-1.103003267,19.909743,0,0,0,182.4833333,2.660966667,45.4405,258,15,10.3736,-2.181856267,6.92308,16,5.597063233,0,0,0.3339028,25,2.5487931,0.360971833,1013.938,285.9876667,155.5656667,878.0081667
6:20:00,168.42779,17.05777333,101.27871,0.64287785,128,49.9878,15962.8,0.0092423,0.0638176,6.534090567,50.0122,28,25.77666667,0,0,0,0,14.32419,0,0,3.655442067,2.212595567,25.591027,0.042786953,0.685287087,863.077,-1.096038567,19.915566,0,0,0,181.45,2.6329,44.94766667,258,15.05666667,10.379676,-2.175921867,6.9230344,16,5.511725433,0,0,0.3326818,25,2.5537521,0.36217,1013.8078,285.9926667,155.577,878.022
6:20:30,168.41787,17.05089567,101.2416367,0.64462795,128,49.9878,15962.8,0.008348155,0.06077324,6.520684233,50.0122,28,25.95,0,0,0,0,14.31732667,0,0,3.648077267,2.2132056,25.591027,0.042987203,0.685245267,863.1046667,-1.1195976,19.925918,0,0,0,180.88,2.653466667,44.8335,258,15.05,10.386389,-2.196141333,6.9230343,16,5.408999,0,0,0.330077,25,2.5467057,0.360484667,1013.9814,286.051,155.6123333,877.9943333
6:21:00,168.43523,17.04774267,101.2126033,0.6447297,128,49.9878,15962.8,0.00822949,0.06806668,6.5222473,50.0122,28,25.97,0,0,0,0,14.317085,0,0,3.650544833,2.210620733,25.59076633,0.042626973,0.685123897,863.0631667,-1.119503933,19.899391,0,0,0,179.91,2.658633333,45.00726667,258,15.23,10.38849467,-2.1999271,6.937035933,16,5.279035367,0,0,0.32967,25,2.5507599,0.359484,1013.7768,286.086,155.623,877.9943333
6:21:30,168.4281,17.04735367,101.21372,0.6445262,127.64,49.9878,15962.8,0.006884321,0.07636948,6.516605433,50.0122,28,25.98,0,0,0,0,14.32003333,0,0,3.6508388,2.213531667,25.5922,0.04365422,0.686052967,863.077,-1.1173075,19.941446,0,0,0,179.01,2.662533333,45.09916667,258,15.33666667,10.398082,-2.196116967,6.931426533,16,5.155994833,0,0,0.32967,25,2.5499112,0.360142333,1013.843267,286.14,155.5613333,878.02615
6:22:00,168.44949,17.05585833,101.2496767,0.645096,127.86,49.9878,15962.8,0.009311593,0.05603576,6.501294667,50.0122,28,25.86,0,0,0,0,14.319695,0,0,3.6547747,2.2110074,25.5922,0.044294633,0.685142447,863.077,-1.113412167,19.999029,0,0,0,178.5966667,2.644,45.0326,258,15.67333333,10.40251233,-2.197411733,6.927351833,16,5.017088133,0,0,0.332112,25,2.557853767,0.360063323,1013.868,286.1863333,155.5146667,877.9625167
6:22:30,168.44422,17.06050133,101.28608,0.6448518,127.65,49.9878,15962.8,0.009296456,0.05343096,6.486935067,50.0122,28,25.75333333,0,0,0,0,14.317085,0,0,3.6532686,2.2195564,25.5922,0.042787047,0.686001657,863.03965,-1.1380108,20.022321,0,0,0,177.87,2.622666667,45.25726667,258,15.66,10.402519,-2.220267733,6.9265,16,4.896700767,0,0,0.33374,25,2.5588222,0.36111661,1013.9604,286.2546667,155.5023333,878.022
6:23:00,168.42965,17.05113933,101.2360533,0.6458286,127.5166667,49.9878,15962.8,0.008853433,0.04657708,6.486812833,50.0122,28,25.79666667,0,0,0,0,14.31959833,0,0,3.651827967,2.220044333,25.5922,0.043480773,0.68568876,863.07285,-1.1375618,19.9945,0,0,0,177,2.593766667,45.13333333,258,15.87666667,10.39686533,-2.221538733,6.9263746,16,4.8094652,0,0,0.330484,25,2.5525061,0.361722333,1013.8568,286.298,155.508,877.939
6:23:30,168.44019,17.05295667,101.24052,0.6440785,127.1833333,49.9878,15962.8,0.009375001,0.06209192,6.501684667,50.0122,28,25.78,0,0,0,0,14.321725,0,0,3.655417567,2.222365867,25.59597967,0.042106627,0.687253,863.077,-1.168132067,19.9945,0,0,0,177,2.524766667,45.3266,258,16,10.40095333,-2.2437602,6.9259414,16,4.6925197,0,0,0.32967,25,2.557583833,0.3609455,1013.805,286.3673333,155.5653333,877.9943333
6:24:00,168.40237,17.04405567,101.21037,0.64458725,127,49.9878,15962.8,0.008353137,0.04822136,6.486520267,50.0122,28,25.70666667,0,0,0,0,14.321725,0,0,3.648611033,2.219923333,25.59363367,0.04324061,0.687467773,863.05207,-1.1386493,19.989971,0,0,0,176.5833333,2.535766667,45.49123333,258,16,10.4029,-2.219364467,6.9257362,16,4.576812667,0,0,0.32967,25,2.549048733,0.35995795,1013.836867,286.398,155.6093333,878.7388467
6:24:30,168.41012,17.048077,101.2295767,0.6443227,127,49.9878,15962.8,0.008365765,0.06253148,6.5264711,50.0122,28,25.62666667,0,0,0,0,14.31805167,0,0,3.6479444,2.2200448,25.5922,0.04317386,0.688037513,863.07423,-1.150357367,19.992559,0,0,0,175.99,2.473533333,45.65116667,258,15.86666667,10.408143,-2.2267641,6.924733,16,4.461893533,0,0,0.330484,25,2.548009567,0.359549817,1013.861,286.437,155.6483333,879.2148533
6:25:00,168.4374,17.052183,101.2376167,0.6433459,127.0033333,49.9878,15962.8,0.007675431,0.06205936,6.5180714,50.0122,28,25.57,0,0,0,0,14.31394333,0,0,3.6532676,2.221205533,25.5922,0.042546797,0.687365177,863.077,-1.162017867,19.982207,0,0,0,175.0933333,2.418733333,45.65126667,258,16,10.41406867,-2.235310767,6.9205378,16,4.351187133,0,0,0.330484,25,2.550809233,0.359484,1013.8699,286.4686667,155.6616667,880.0949733
6:25:30,168.41446,17.04586167,101.21975,0.64116845,127.0633333,49.9878,15962.8,0.007978051,0.06282452,6.500415667,50.0122,27.96666667,25.46666667,0,0,0,0,14.31466833,0,0,3.649224,2.229285667,25.5922,0.042973777,0.687066243,863.0631667,-1.170069,19.987383,0,0,0,175,2.358166667,45.617,258,16,10.42173667,-2.240975933,6.9229204,16,4.2392985,0,0,0.32967,25,2.548805233,0.359484,1013.943767,286.4643333,155.706,879.6784467
6:26:00,168.38222,17.041495,101.20769,0.6405376,127,49.9878,15962.8,0.007664362,0.05719164,6.496899167,50.0122,28,25.64666667,0,0,0,0,14.311865,0,0,3.650185667,2.230668333,25.5922,0.043987787,0.68828032,863.0576333,-1.194665467,19.970561,0,0,0,175.3,2.3054,45.53126667,258,16,10.43171333,-2.2622703,6.9237298,16,4.161125833,0,0,0.32967,25.44333333,2.5494904,0.359879,1013.8484,286.4886667,155.6786667,880.0894467
6:26:30,168.3227,17.02907233,101.1692767,0.6387468,127,49.9878,15962.8,0.00838747,0.0608872,6.461734,50.0122,28,25.31666667,0,0,0,0,14.31834167,0,0,3.648330333,2.229956333,25.5922,0.04362751,0.689307737,863.0548667,-1.198136,19.986089,0,0,0,175,2.2284,45.6613,258,16,10.440285,-2.263394033,6.9254968,16,4.100323833,0,0,0.32967,25.90666667,2.548614933,0.360260833,1013.831933,286.4406667,155.726,880.28872
